"CHROME1","","com.testbuddy.ui.test.WalletHubTestClass2","Verify,User able to launch walletHub url[verifyLaunchWalletHubUrl]","verifyLaunchWalletHubUrl","","","","","0d 0h 0m 15s","arunkumar","16:49:25","PASS","1","0","Execution/SeleniumReport/arunkumar/CHROME1/com.testbuddy.ui.test.WalletHubTestClass2/HTML_REP_2022-03-01T16.49.15/Report_verifyLaunchWalletHubUrl2022-03-01T16.49.20.html","Execution/SeleniumReport/arunkumar/CHROME1/com.testbuddy.ui.test.WalletHubTestClass2/HTML_REP_2022-03-01T16.49.15/Snapshots/verifyLaunchWalletHubUrl2022-03-01T16.49.20","Execution/SeleniumReport/arunkumar/CHROME1/com.testbuddy.ui.test.WalletHubTestClass2/HTML_REP_2022-03-01T16.49.15/Logs/verifyLaunchWalletHubUrl2022-03-01T16.49.20"
"CHROME1","","com.testbuddy.ui.test.WalletHubTestClass2","Verify,User able to login on insurance company page[verifyUserLogin]","verifyUserLogin","","","","","0d 0h 0m 5s","arunkumar","16:49:46","PASS","1","0","Execution/SeleniumReport/arunkumar/CHROME1/com.testbuddy.ui.test.WalletHubTestClass2/HTML_REP_2022-03-01T16.49.15/Report_verifyUserLogin2022-03-01T16.49.41.html","Execution/SeleniumReport/arunkumar/CHROME1/com.testbuddy.ui.test.WalletHubTestClass2/HTML_REP_2022-03-01T16.49.15/Snapshots/verifyUserLogin2022-03-01T16.49.41","Execution/SeleniumReport/arunkumar/CHROME1/com.testbuddy.ui.test.WalletHubTestClass2/HTML_REP_2022-03-01T16.49.15/Logs/verifyUserLogin2022-03-01T16.49.41"
